Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	FWHM_Mult	Source_Rad(base)	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_T3	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_T3	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_T3	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_AMag_T1	Source_AMag_Err_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_AMag_C2	Source_AMag_Err_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_T3	Y(IJ)_T3	X(FITS)_T3	Y(FITS)_T3	RA_T3	DEC_T3	Source-Sky_T3	Source_Error_T3	Source_AMag_T3	Source_AMag_Err_T3	Source_SNR_T3	Peak_T3	Mean_T3	Sky/Pixel_T3	FWHM_T3	Width_T3	X-Width_T3	Y-Width_T3	Angle_T3	Roundness_T3	N_Src_Pixels_C2	N_Sky_Pixels_C2	N_Src_Pixels_T3	N_Sky_Pixels_T3
AD Leo_2026-01-20_Light_B_r068_calibrated.fits	96	0	61060.4436559258	2461060.443655926	NaN	NaN	0	1.2247	NaN	-20	20	NaN	NaN	2.801724264402315	4.992020269672005	1.3	8	12	20	2.118270251298071	0	0.2784738113180301	0.0105435184219913	0	0.0026680455700178	200.90734103331806	0	104.37370877296387	20262.23827692974	83.77216401343429	937.1821299471684	786.6416369141773	937.6821299471684	717.8583630858227	10.326495141739995	19.869634524146534	42920.896566733354	78.28932576234	118.95710241959411	10.799046582289762	0.0053907589944139	360.809869219407	5491	548.2343365304579	23.38206896551724	725	2.875836408184017	3.713650035208831	3.741580319532751	3.6857197508849113	324.7424518604422	0.9979666335606964	916.2216686205549	854.3973003586937	916.7216686205549	650.1026996413063	10.326760280663636	19.894766983658005	20262.23827692974	83.77216401343429	11.614	0.0044796120649047	241.87316294802108	2674	258.8122720387076	23.00574712643678	2.7799081771932426	3.7013108264298866	3.771292791622863	3.63132886123691	331.94041116982703	0.9954019683704989	935.3462555219312	952.6615774799288	935.8462555219312	551.8384225200712	10.325901584562754	19.928516156471186	5642.5027188107	48.768162631724636	13.002039102974809	0.0103528753199791	115.70053933383461	831	72.07243981049771	21.583901773533423	2.749428207829684	3.805600413354907	4.007173665010551	3.6040271616992627	342.7339601078475	0.9835565490486053	78.28932576234001	696	78.28932576234003	733
AD Leo_2026-01-20_Light_B_r069_calibrated.fits	97	0	61060.44406369189	2461060.444063692	NaN	NaN	0	1.223321	NaN	-20	20	NaN	NaN	3.158504801623536	5.339113852066133	1.3	8	12	20	2.119555332448558	0	0.2817399736713831	0.0105713742716853	0	0.0027160323784771	200.49950725192386	0	103.73218519190046	20415.898072967266	84.67539150147974	937.9419099447326	786.6336371218748	938.4419099447326	717.8663628781252	10.326495058506937	19.869629781679983	43272.62562728401	89.5546697185056	119.87102051000508	10.79838810347966	0.0054016970445409	360.9932195719669	4342	483.1978696733683	23.49519890260631	729	3.0779328874046654	3.9903565866979243	4.1050093842521225	3.875703789143726	334.00723428079004	0.9913079044550475	916.9786128005946	854.371000477555	917.4786128005946	650.128999522445	10.326760407038607	19.894751858763573	20415.898072967266	84.67539150147974	11.614	0.0044938024220936	241.10780843110115	2013	227.97134015612954	23.017191977077363	3.248395052163813	3.988724174217573	4.155013563415082	3.822434785020065	333.95281366304914	0.9816446342148601	936.0354435178165	952.6969262356955	936.5354435178165	551.8030737643045	10.325903282837647	19.928520882624905	5751.974585555439	50.05596154547553	12.989378825797107	0.0104165957074458	114.91087990248286	628	64.22863937341788	21.47138964577657	3.1491864653021295	3.9500518833810316	4.061009018639255	3.839094748122808	325.8754705333761	0.977052628601867	89.55466971850556	698	89.55466971850555	734
AD Leo_2026-01-20_Light_B_r070_calibrated.fits	98	0	61060.444471643306	2461060.4444716433	NaN	NaN	0	1.221952	NaN	-20	20	NaN	NaN	2.855968382704532	5.057846736736883	1.3	8	12	20	2.0858023992800416	0	0.2706127497941078	0.0103622114600892	0	0.0026190673841955	201.2893104250638	0	103.32408834804896	20470.30377203612	84.26752202282131	937.1671084190414	786.5021348394712	937.6671084190414	717.9978651605288	10.326494582426283	19.869663472503937	42697.00872170423	80.36763770996767	118.74513656811135	10.815817093281808	0.0053805547206296	359.56848386134567	5165	531.2711675785475	23.381818181818183	715	2.7506634251379465	3.8482485331898793	3.9142042288980337	3.782292837481725	340.3753278532277	0.9980418195634299	916.1971110061726	854.2684529744786	916.6971110061726	650.2315470255214	10.326759910462535	19.89479842978573	20470.30377203612	84.26752202282131	11.614	0.0044603391513993	242.92044290198018	2414	254.70829248347158	22.98	2.8867169561383936	3.717207904080741	3.8149948444603554	3.6194209637011263	345.05117628726117	0.9963218294594692	935.2880134934898	952.5744840580563	935.7880134934898	551.9255159419437	10.325901840509971	19.92856369035187	5539.5251928713915	48.521631515859745	13.033129364183537	0.0104575404005208	114.1660949933381	701	68.9273114243141	21.172804532577903	2.9305247668372556	3.825517597812155	3.9427549344959547	3.708280261128355	27.58637200749202	0.9885035041510931	80.36763770996765	700	80.36763770996768	706
AD Leo_2026-01-20_Light_B_r071_calibrated.fits	99	0	61060.444880289026	2461060.444880289	NaN	NaN	0	1.220582	NaN	-20	20	NaN	NaN	2.7493308109739196	4.859016843647742	1.3	8	12	20	2.098010739244735	0	0.2787284439673915	0.0103753031100454	0	0.0026295013306272	202.21199486822152	0	106.00049550114059	20463.61691150578	83.87163536567651	936.7166039217086	786.5931306677109	937.2166039217086	717.9068693322891	10.326498919986529	19.8696524128847	42932.8880441293	74.17314293914245	118.80654502707708	10.809480732702685	0.0053560639433497	361.3680377149635	6398	578.8198577395441	23.32742155525239	733	2.6933452113886096	3.652936805132616	3.612638816013987	3.6932347942512456	289.03083387718607	0.9992149385623125	915.7394613528157	854.3381947536449	916.2394613528157	650.1618052463551	10.326764724282924	19.894782093621533	20463.61691150578	83.87163536567651	11.614	0.0044408750754232	243.9873363895355	3083	275.88984503859785	22.73901098901099	2.7848593713207426	3.6133203065275725	3.6079323811771578	3.6187082318779873	84.3527923382305	0.9999907514297081	934.8902971738698	952.6193836944321	935.3902971738698	551.8806163055679	10.325905440733127	19.928538061556498	5703.792099688804	48.46562467287131	13.001046774236194	0.0101947336184565	117.68737405506936	815	76.89834721401317	20.935437589670013	2.769787850212407	3.857872492452742	3.8145722180014663	3.9011727669040184	64.60646678731707	0.9987395623741638	74.17314293914245	728	74.17314293914244	697
AD Leo_2026-01-20_Light_B_r072_calibrated.fits	100	0	61060.445288738236	2461060.4452887382	NaN	NaN	0	1.219205	NaN	-20	20	NaN	NaN	2.8927929425673553	4.925872278112721	1.3	8	12	20	2.0903379015031858	0	0.2795584358690843	0.0103639098551373	0	0.0026465067711482	201.69394858900884	0	105.63299475247203	20441.506692708608	83.96971819083421	937.8954905316208	786.6401267708692	938.3954905316208	717.8598732291308	10.326494569617052	19.869643013155784	42729.65620359984	76.22828807230121	118.62981704861018	10.813458762118646	0.005369786907433	360.19322348015413	5302	560.548548106859	23.46540027137042	737	2.8719532411563096	3.6805673085223347	3.7832395501473055	3.577895066897364	1.9099854081350998	0.996878288352015	916.8880640864933	854.3945526503838	917.3880640864933	650.1054473496162	10.326760771089749	19.894778115187577	20441.506692708608	83.96971819083421	11.614	0.0044508569541032	243.43902936832671	2699	268.1616918029195	22.975708502024293	2.9052943729988936	3.6887016302821665	3.797121967696209	3.580281292868124	16.7944257039226	0.9950287656687216	936.0050259965338	952.6941812136325	936.5050259965338	551.8058187863675	10.325901882368614	19.92854241090996	5714.595637821037	48.74020430642756	12.997818495178302	0.0102300348703073	117.24603372389703	760	74.96686312043161	21.2	2.9011312135468628	3.6323859731335757	3.787036047031996	3.4777358992351552	0.7487177570672867	0.9927706388348174	76.22828807230124	741	76.22828807230124	705
AD Leo_2026-01-20_Light_B_r073_calibrated.fits	101	0	61060.44569800887	2461060.445698009	NaN	NaN	0	1.217854	NaN	-20	20	NaN	NaN	3.020624567920681	5.3294623024565455	1.3	8	12	20	2.109560459315288	0	0.2741433831586954	0.0105023037393868	0	0.0026646799072692	200.86644908238605	0	102.88041817362011	20509.290454521986	84.84329633391762	937.3676164378998	786.2617382458594	937.8676164378998	718.2382617541406	10.326495342061069	19.869669870588282	43265.58819147206	89.23118528874586	119.8346360272594	10.803520058413541	0.0053918537128203	361.04409898345426	4944	484.8707102955951	23.345403899721447	718	2.991339726346374	3.908217946664493	3.9808413138474292	3.8355945794815574	0.1018341378734749	0.998619740259149	916.4270466807412	853.8628341336783	916.9270466807412	650.6371658663217	10.326760601546322	19.89474162551287	20509.290454521986	84.84329633391762	11.614	0.0044822333501218	241.73141946069146	2079	229.84442477319297	23.076149425287355	3.0575433828575105	3.923916842284908	4.121434450760537	3.7263992338092784	354.4197593801024	0.9895234744689583	935.563788765073	952.2524058703236	936.063788765073	552.2475941296764	10.325900984802537	19.928528200035064	5622.486271386995	49.45408652653533	13.019055579925862	0.010502420959686	113.69103478172964	659	63.0103282074874	20.8688293370945	3.012990594558158	4.034228914401094	4.196483394907136	3.871974433895053	18.303796848745392	0.9899912397601404	89.23118528874583	696	89.23118528874582	709
AD Leo_2026-01-20_Light_B_r074_calibrated.fits	102	0	61060.44610681711	2461060.446106817	NaN	NaN	0	1.216513	NaN	-20	20	NaN	NaN	2.8633011337112535	5.028140021956047	1.3	8	12	20	2.0867255276892402	0	0.2702839798181624	0.0103133619156459	0	0.0026005571691562	202.3322312119745	0	103.93310442233395	20608.65906949742	84.38727634169152	937.4225889143263	786.3292754308807	937.9225889143263	718.1707245691193	10.326494454529177	19.86967927901583	43004.61497176465	79.42634890641861	119.02275270250837	10.81533667758686	0.0053528889245113	361.3142361045254	5336	541.4401588877436	22.62258953168044	726	2.8490125859241537	3.808110437075041	3.800643859271683	3.8155770148783996	311.84875385871214	0.9987239910232917	916.3774546065905	854.0114300558514	916.8774546065905	650.4885699441486	10.326762127242848	19.89478951101314	20608.65906949742	84.38727634169152	11.614	0.0044367392445652	244.21524147848004	2446	259.4687953462252	22.53103448275862	2.8020460755026027	3.756636633664641	3.798007252944444	3.715266014384838	347.3050561440917	0.9994057494539936	935.474977407996	952.3654647581084	935.974977407996	552.1345352418916	10.325903819661196	19.9285721332733	5570.19039201943	48.49832395555804	13.034449237240032	0.0103965548744229	114.85325548824602	730	70.13025864480208	21.068150208623088	2.9388447397070054	3.9098434761759218	4.004748938451675	3.8149380139001687	31.57507063226443	0.9884601507779152	79.42634890641865	725	79.42634890641861	719
AD Leo_2026-01-20_Light_B_r075_calibrated.fits	103	0	61060.446515613236	2461060.4465156132	NaN	NaN	0	1.215185	NaN	-20	20	NaN	NaN	2.844274906894825	4.957388421148631	1.3	8	12	20	2.09055355041812	0	0.2722447031875219	0.0103163642657449	0	0.0026014966144972	202.64441004276267	0	104.64926291673684	20625.46834678656	84.32537968686796	936.9657374277147	786.4125217797417	937.4657374277147	718.0874782202583	10.326495234425908	19.86967603452318	43118.6460814112	77.20683844531494	119.15642642702876	10.813346758333157	0.0053446629272539	361.86588818033243	5370	558.4822141364049	23.288180610889775	753	2.7233755152255927	3.7493086816378245	3.818411297728414	3.6802060655472353	351.10481270430245	0.9985023415162567	916.0356482832409	854.1276605898635	916.5356482832409	650.3723394101365	10.326759587683313	19.894795111556906	20625.46834678656	84.32537968686796	11.614	0.0044298857742173	244.59383904794416	2383	267.1456151050069	22.67265193370166	2.8945567022076366	3.695733006932457	3.701249209261225	3.6902168046036885	317.9818097770721	0.9991744724799946	935.174078825458	952.4439939527213	935.674078825458	552.0560060472787	10.325899785543236	19.92856803372121	5615.174508174536	48.49796596488063	13.026601402886474	0.010325744166834	115.78164973435617	714	72.72897869211059	21.12390670553936	2.914892503251246	3.9119421574765747	3.754180059376463	4.069704255576686	277.0772752918484	0.9931031898921988	77.20683844531496	724	77.20683844531496	686
AD Leo_2026-01-20_Light_B_r076_calibrated.fits	104	0	61060.44692416629	2461060.4469241663	NaN	NaN	0	1.213815	NaN	-20	20	NaN	NaN	2.798290426360539	4.862223414158551	1.3	8	12	20	2.1216572714329884	0	0.2733071229481526	0.0104857611592434	0	0.0026114139411204	202.33698242904455	0	104.65867499768802	20421.441457218432	83.8148329202449	937.3162632821724	786.1073902592622	937.8162632821724	718.3926097407378	10.326494963400336	19.869638850308313	43327.29976085057	74.27107217003406	119.29506473788283	10.797311924728165	0.0053527635388939	363.1944025182438	5523	583.367096972268	23.028187919463086	745	2.790740573742477	3.6168680961839845	3.6905044103952798	3.5432317819726897	339.7398869491607	0.9971332506236217	916.3297302090929	853.7792440779216	916.8297302090929	650.7207559220784	10.326761065521568	19.894745012227062	20421.441457218432	83.8148329202449	11.614	0.0044470202007714	243.6494919300349	2736	274.95821536635657	22.795774647887324	2.8443547687392217	3.753527976738255	3.8563906025538954	3.650665350922614	335.71561233493213	0.9931499368300873	935.4403224680673	952.1646735068289	935.9403224680673	552.3353264931711	10.325902215831613	19.928542054054308	5581.325411126498	48.1583373332522	13.022372623871476	0.0103248199615335	115.89530951835258	777	75.14803877273744	21.39252336448598	2.759775936599917	3.5174959527933316	3.673620558185943	3.36137134740072	335.6473029977738	0.9819769190283196	74.27107217003405	710	74.27107217003403	749
AD Leo_2026-01-20_Light_B_r077_calibrated.fits	105	0	61060.447332395706	2461060.4473323957	NaN	NaN	0	1.212538	NaN	-20	20	NaN	NaN	2.9079285577829475	5.037161382788223	1.3	8	12	20	2.1063440789619237	0	0.2732673077234193	0.0104598495613952	0	0.0026353187040166	201.374223080218	0	103.69421630367727	20409.937309973557	84.12613152327779	936.6847696636698	786.0872349962254	937.1847696636698	718.4127650037746	10.326496613085112	19.869654385723184	42990.350604846855	79.71161405148035	119.06491902803289	10.805176709432907	0.0053782915339314	361.0664749599764	5172	539.3235492268703	22.97724039829303	703	2.9196156853756667	3.809309016280025	3.8410309069762594	3.7775871255837914	349.95326221057746	0.999685536006553	915.7457839727181	853.750658113962	916.2457839727181	650.749341886038	10.326761700422653	19.894757124490532	20409.937309973557	84.12613152327779	11.614	0.0044660137819307	242.61114757578156	2502	256.0472216356345	22.982583454281567	2.8409017724927805	3.821400602475353	3.9050398831580755	3.7377613217926298	338.0099163837851	0.9963029015267051	934.8008479821738	952.2082604763341	935.3008479821738	552.2917395236659	10.325903893545636	19.92858243496309	5577.368619500242	48.62630421260583	13.02253080482047	0.0104203916247519	114.69859183857882	687	69.96933490643151	21.390177353342427	2.9632682154803947	3.8317750535267256	3.8781477855307935	3.7854023215226573	319.94810628031235	0.9801715665163743	79.71161405148038	689	79.71161405148037	733
AD Leo_2026-01-20_Light_B_r078_calibrated.fits	106	0	61060.44774065958	2461060.4477406596	NaN	NaN	0	1.211247	NaN	-20	20	NaN	NaN	2.8705741123669473	4.953911368294087	1.3	8	12	20	2.101675793425405	0	0.2779384187503321	0.0103941569289328	0	0.0026377366511132	202.19781246281255	0	105.37004087691236	20502.227840002128	84.0810205673473	936.230005985112	786.4585021725334	936.730005985112	718.0414978274666	10.32649757924019	19.869687500640186	43089.035962624905	77.09857252357975	119.10606274149745	10.80758569458705	0.0053564386991374	361.77029926800157	5491	558.8824092618135	23.061340941512125	701	2.899907643768694	3.7097010534537906	3.7393306829312096	3.680071423976372	19.32577183536477	0.9995816663217295	915.3345147111235	854.1849078777769	915.8345147111235	650.3150921222231	10.32676109504364	19.894804449345454	20502.227840002128	84.0810205673473	11.614	0.0044435719993564	243.83895083171873	2545	265.92227545758715	22.562322946175637	2.8528814658553023	3.759383770114317	3.8732969758721865	3.645470564356447	349.24176855615093	0.9957643483992172	934.4394392789712	952.5290132207972	934.9394392789712	551.9709867792028	10.325902256381625	19.928579930460728	5698.356786709228	48.769494476542036	13.004128544013295	0.0102554440157569	116.84264616378418	859	73.91001675117202	21.32837837837838	2.858933227476845	3.5791290671065257	3.8194754987983464	3.3387826354147054	342.3543017868141	0.973167971524178	77.09857252357973	706	77.09857252357972	740
AD Leo_2026-01-20_Light_B_r079_calibrated.fits	107	0	61060.44814892346	2461060.4481489235	NaN	NaN	0	1.209952	NaN	-20	20	NaN	NaN	2.6855818972818484	4.673429913413282	1.3	8	12	20	2.0934852588625588	0	0.2770108634074722	0.0103325878802862	0	0.0026034939850603	202.60996403977015	0	106.39965561551014	20447.47409578869	83.58120124993663	936.3542926044274	786.0947646212081	936.8542926044274	718.4052353787919	10.326494546677878	19.869664938135834	42806.48560050765	68.6153591314321	118.40885560884851	10.811825232044354	0.0053455693476737	361.514224425194	5600	623.8615689311225	23.05240793201133	706	2.7702306841446775	3.6134540442749388	3.7259329026853703	3.5009751858645073	338.51672614038006	0.9927758299307075	915.3740035035457	853.6966666364567	915.8740035035457	650.8033333635433	10.326760702732903	19.89475070722665	20447.47409578869	83.58120124993663	11.614	0.004429015068056	244.64202224904244	3194	298.00141476519474	22.989174560216508	2.707946021394738	3.510002489726933	3.519345301907622	3.500659677546244	34.52364104652289	0.9997783817639115	934.4648066055295	952.0781354347536	934.9648066055295	552.4218645652464	10.325902184098549	19.928553304621694	5664.1724537763475	47.936366064618525	13.007757997687179	0.0101566662320295	118.16023864097264	792	82.54962920075485	21.303571428571427	2.5785689863061307	3.5777066326775966	3.5395600571299672	3.6158532082252264	303.420281083616	0.997060762750675	68.6153591314321	739	68.61535913143209	728
AD Leo_2026-01-20_Light_B_r080_calibrated.fits	108	0	61060.448558426	2461060.448558426	NaN	NaN	0	1.208663	NaN	-20	20	NaN	NaN	2.7441227469852127	4.800585233846834	1.3	8	12	20	2.086913184964982	0	0.2779828927634118	0.0102472891190257	0	0.0025998939343003	203.65514827626913	0	106.92085899966739	20726.189700841467	84.24455632928091	936.6890336459217	786.5166111465282	937.1890336459217	717.9833888534718	10.32649575571463	19.86968000263816	43253.75856077147	72.39994605169703	119.1587731759843	10.815239042735104	0.0053182022826562	362.99264760715914	5703	597.4280495994599	23.26923076923077	728	2.6998481260602842	3.71539690162617	3.734323704594974	3.6964700986573655	327.603692568521	0.9994277647673518	915.7334147138546	854.2191841505023	916.2334147138546	650.2808158494977	10.326760990828793	19.894795150915172	20726.189700841467	84.24455632928091	11.614	0.0044041851053225	246.02408278857132	2724	286.27355172394704	22.536959553695954	2.8772413736034554	3.6442327040864786	3.6948937972004083	3.5935716109725493	334.0346564424545	0.9979676343045902	934.9456259062349	952.5164815242114	935.4456259062349	551.9835184757886	10.325899755196941	19.928554032131764	5761.526169003143	48.531035386171986	13.00395482501647	0.0101073856220227	118.71838552706383	763	79.579150029879	21.037410071942446	2.655278741291899	3.6059507267306206	3.6490561147742335	3.562845338687007	37.64079183073082	0.9911476897422746	72.39994605169704	717	72.39994605169701	695
AD Leo_2026-01-20_Light_B_r081_calibrated.fits	109	0	61060.44896656228	2461060.4489665623	NaN	NaN	0	1.20737	NaN	-20	20	NaN	NaN	2.9299438275958196	5.014254439026826	1.3	8	12	20	2.0894483917880904	0	0.2723886405052745	0.0102975798837123	0	0.0026010466760342	202.90674268941413	0	104.72270375423967	20724.200225168537	84.64408153103149	936.6076386122046	786.2571682847255	937.1076386122046	718.2428317152745	10.326494967371245	19.86966133249754	43302.146831572776	78.98827108619213	119.43276589847426	10.81392087804945	0.0053377699147397	362.5650507699241	5372	548.2098321195232	22.84822695035461	705	2.9447297454660166	3.8151536817554113	3.7856584591673976	3.844648904343425	297.9017001333632	0.999243233795098	915.6474112856312	853.8888998196426	916.1474112856312	650.6111001803574	10.326760680645744	19.89474796264989	20724.200225168537	84.64408153103149	11.614	0.0044254531353302	244.83933017302348	2413	262.370601865108	22.853276353276353	2.8935717929969966	3.8040437048777744	3.7560050760455583	3.8520823337099905	297.92481728102234	0.9979764290576796	934.7309024149974	952.3154327424401	935.2309024149974	552.1845672575599	10.32590212058388	19.928555603840895	5645.036724892761	48.724984262613184	13.026027519694972	0.0103185371412403	115.85507538530318	722	71.46677155058737	21.106232294617563	2.951529944324447	3.8728384681835255	3.8710517766662527	3.8746251597007983	314.63421613490306	0.9947777221359608	78.98827108619214	702	78.98827108619217	706
AD Leo_2026-01-20_Light_B_r082_calibrated.fits	110	0	61060.44937444432	2461060.4493744443	NaN	NaN	0	1.206088	NaN	-20	20	NaN	NaN	3.0277587464943374	5.999016065408925	1.3	8	12	20	2.0820275554138954	0	0.2721515965257078	0.010379732293645	0	0.0027082617580239	200.58586257456867	0	100.48939904696837	20966.32097553008	86.83133700730615	937.3585203215447	785.9925919411144	937.8585203215447	718.5074080588856	10.326499449139362	19.8696669081816	43652.45800670597	113.06024511049888	121.1497066764555	10.81778381736509	0.0053993773030721	360.3183136322813	4144	386.0990922498218	22.483870967741936	713	3.0717410859115937	4.182543799292016	4.600484824015944	3.7646027745680866	5.343168909267089	0.9594514623977943	916.396076751756	853.6733850276527	916.896076751756	650.8266149723473	10.326765076231087	19.894769415283474	20966.32097553008	86.83133700730615	11.614	0.0044872556989881	241.46030336681258	2061	185.4437955183871	22.458046767537827	3.1181546227821126	4.133022935381481	4.578205963928457	3.6878399068345047	5.760695868022511	0.9527651403298804	935.5301930059239	952.0318421870146	936.0301930059239	552.4681578129854	10.325905659832499	19.92854509707849	5706.017726760947	51.63129089379407	13.02697278408313	0.0107510796828298	110.51472136341246	560	50.46882501611595	20.59944367176634	2.8933805307893055	4.100677447886178	4.665192439922348	3.5361624558500084	4.150047634388716	0.9254343470219878	113.06024511049888	727	113.06024511049888	719
AD Leo_2026-01-20_Light_B_r083_calibrated.fits	111	0	61060.44978246512	2461060.449782465	NaN	NaN	0	1.204827	NaN	-20	20	NaN	NaN	2.8713368396374706	4.924405050192796	1.3	8	12	20	2.0834472518000315	0	0.2750403058817365	0.0102422799430911	0	0.0025971167846225	203.41635489131698	0	105.90217101912874	20764.074245720563	84.49804021213838	936.237157055203	786.0656925784898	936.737157055203	718.4343074215102	10.326493441606015	19.86965718076687	43260.853423418324	76.18288388429947	119.31693246187012	10.817043726068315	0.0053244301137335	362.5709489073825	4713	567.8552874044449	23.261971830985914	710	2.921139451339085	3.718218729360039	3.8370667660260973	3.5993706926939804	344.4336719977675	0.9944336884431004	915.2596317422195	853.7710826345049	915.7596317422195	650.7289173654951	10.326759169676304	19.894775995402362	20764.074245720563	84.49804021213838	11.614	0.0044093666339311	245.73438855612355	2534	272.5556343765535	22.482142857142858	2.8632747626524804	3.800313055224408	3.9137710487733623	3.6868550616754545	7.589230390193833	0.9961791544988922	934.4041175193574	952.197270981898	934.9041175193574	552.302729018102	10.325899088073514	19.92858830795804	5710.957331894071	48.6618649343612	13.015509144157498	0.0102041545413826	117.36001773868392	709	74.96378504871802	21.016643550624135	2.8295963049208472	3.6459981432369997	3.6131738394916075	3.6788224469823914	58.25868336689337	0.99837383342237	76.1828838842995	728	76.18288388429949	721
AD Leo_2026-01-20_Light_B_r084_calibrated.fits	112	0	61060.45019063633	2461060.4501906363	NaN	NaN	0	1.203566	NaN	-20	20	NaN	NaN	2.818776196693181	4.621749979441877	1.3	8	12	20	2.085151620677018	0	0.2780832659471297	0.0102255573512658	0	0.002582341840378	203.91569369261927	0	107.6864656719603	20643.015644774754	83.7469640217136	936.4089013082458	785.7656755009696	936.9089013082458	718.7343244990304	10.326494994029987	19.869656473792897	43043.81752736311	67.1062188126243	118.58967637596035	10.81615590013172	0.0053114237485172	362.96428865277386	5537	641.4281461387529	22.315934065934066	728	2.8632818012057477	3.6899471963784576	3.6840037295672277	3.695890663189687	312.51224238846135	0.9986203840205947	915.4329453202992	853.4800490811338	915.9329453202992	651.0199509188662	10.326760469971788	19.894772912861676	20643.015644774754	83.7469640217136	11.614	0.0043958289805812	246.49270437340883	2854	307.61702879452514	22.02112676056338	2.9221462470030963	3.7081283710846895	3.6812269814263776	3.7350297607430014	308.4266616676254	0.9959308605613632	934.4857587600186	951.833288608614	934.9857587600186	552.666711391386	10.32590299002013	19.928556929973187	5740.4772094966565	47.95112546552477	13.00356286158181	0.0100358573360244	119.71517151612771	804	85.54314802813377	20.828212290502794	2.6709005418706995	3.2436613566958457	3.3003461646414936	3.186976548750198	338.1232410088443	0.9976601068365923	67.1062188126243	710	67.1062188126243	716
AD Leo_2026-01-20_Light_B_r085_calibrated.fits	113	0	61060.4505990739	2461060.450599074	NaN	NaN	0	1.20232	NaN	-20	20	NaN	NaN	2.93206443835831	5.303986035172525	1.3	8	12	20	2.063657571023693	0	0.2694186962914897	0.0101631790693518	0	0.0026023506007826	203.05236746707442	0	103.52897730631362	20978.642101703073	85.4817265137639	936.5191358592361	786.0499172482675	937.0191358592361	718.4500827517325	10.326494834824588	19.86964943648056	43292.73360297594	88.38012604189653	119.74826222413687	10.827405912176673	0.0053339511692513	361.53120553802665	4881	489.84693213102065	22.675450762829403	721	2.805934763997133	3.843963384435818	3.63047425040872	4.057452518462916	278.07657606136075	0.9867088119148147	915.4997324295398	853.7732618799204	915.9997324295398	650.7267381200796	10.32676172092077	19.89476929507649	20978.642101703073	85.4817265137639	11.614	0.0044150631462905	245.41668678539364	2376	237.36832069868464	22.070911722141823	2.882058292694522	3.9762178665751264	3.807344542204271	4.1450911909459816	276.7535991163316	0.9923960439079567	934.594291385948	952.0968061955965	935.094291385948	552.4031938044035	10.325903720589269	19.92853745057054	5652.0384050066	49.498311410820314	13.037930674330592	0.0104369435663941	114.18648927427991	632	63.95146350353988	20.927659574468084	3.108200258383275	3.9662700603890677	3.8951160567119745	4.037424064066161	300.63939677201114	0.9944289012584374	88.38012604189656	691	88.38012604189653	705
AD Leo_2026-01-20_Light_B_r086_calibrated.fits	114	0	61060.45100783557	2461060.4510078356	NaN	NaN	0	1.201071	NaN	-20	20	NaN	NaN	2.889031193960881	5.144111462513327	1.3	8	12	20	2.1242693512519364	0	0.2813280802084355	0.0105258156261433	0	0.0026751330084609	201.81517772131804	0	105.16414672416532	20473.336305054865	84.32462386105124	936.4026363636364	786.1766160444658	936.9026363636364	718.3233839555342	10.326495566796837	19.869656643119576	43490.880830701615	83.13245641224613	119.80281165925632	10.795976042015647	0.0053665692681719	363.02053539777154	4938	523.1516390545995	22.595804195804195	715	2.877545348298849	3.8663160386819873	3.9057786965233356	3.826853380840639	335.7102448843249	0.9990481190440839	915.483845618736	853.834317014318	915.983845618736	650.665682985682	10.32676004074997	19.894746074638185	20473.336305054865	84.32462386105124	11.614	0.0044626956275822	242.79190783928667	2465	246.2736840534279	22.480555555555554	2.782596016851414	3.798855799011461	3.889252640874093	3.7084589571488293	329.69422861545536	0.9906052091550677	934.5505849965589	952.2209302325581	935.0505849965589	552.2790697674419	10.325902231765912	19.928533287734357	5759.724398162749	49.36453087834105	12.990967293556604	0.0102754277804728	116.67738547658028	705	69.28370274060967	20.84225352112676	3.006952216732379	3.9471451628183014	4.075995114556402	3.8182952110802004	347.75874813859167	0.9948646437473168	83.13245641224611	720	83.1324564122461	710
